EmployeeNumber,Gender,Hourly Rate,JobRole,JobRole_lower,New_job_role,JobSatisfaction,JobSatisfaction_new,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsSinceLastPromotion,Job_role_first,upper_job,M or F,Job_id
1656,Female,50,Research Director,research director,Research Leader,1,2.5,5,No,15,3,1,Res,RES,F,RES1656F
1657,Female,31,Sales Representative,sales representative,Sales Representative,3,7.5,1,No,19,3,2,Sal,SAL,F,SAL1657F
1658,Female,66,Research Scientist,research scientist,Research Scientist,2,5,1,No,12,3,7,Res,RES,F,RES1658F
1659,Male,77,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,2,No,11,3,1,Lab,LAB,M,LAB1659M
1661,Female,41,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,2,Yes,19,3,2,Hea,HEA,F,HEA1661F
1662,Female,33,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,0,No,15,3,1,Man,MAN,F,MAN1662F
1664,Male,79,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,6,No,20,4,0,Hea,HEA,M,HEA1664M
1665,Female,91,Manager,manager,Manager,3,7.5,3,No,25,4,4,Man,MAN,F,MAN1665F
1666,Male,65,Research Director,research director,Research Leader,3,7.5,1,No,24,4,6,Res,RES,M,RES1666M
1667,Male,36,Sales Executive,sales executive,Sales Executive,4,10,3,Yes,24,4,6,Sal,SAL,M,SAL1667M
1668,Male,90,Research Scientist,research scientist,Research Scientist,4,10,7,No,15,3,2,Res,RES,M,RES1668M
1669,Male,43,Sales Executive,sales executive,Sales Executive,2,5,1,Yes,13,3,0,Sal,SAL,M,SAL1669M
1670,Male,93,Sales Executive,sales executive,Sales Executive,4,10,1,No,14,3,0,Sal,SAL,M,SAL1670M
1671,Male,45,Research Scientist,research scientist,Research Scientist,2,5,0,No,13,3,1,Res,RES,M,RES1671M
1673,Female,67,Sales Executive,sales executive,Sales Executive,4,10,1,No,11,3,0,Sal,SAL,F,SAL1673F
1674,Female,74,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,4,Yes,16,3,2,Lab,LAB,F,LAB1674F
1675,Female,42,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,22,4,3,Lab,LAB,F,LAB1675F
1676,Female,47,Manager,manager,Manager,2,5,6,No,14,3,1,Man,MAN,F,MAN1676F
1677,Male,36,Manager,manager,Manager,3,7.5,4,No,14,3,0,Man,MAN,M,MAN1677M
1678,Male,80,Sales Executive,sales executive,Sales Executive,3,7.5,3,Yes,16,3,0,Sal,SAL,M,SAL1678M
1680,Male,54,Sales Representative,sales representative,Sales Representative,1,2.5,1,No,11,3,0,Sal,SAL,M,SAL1680M
1681,Female,36,Sales Executive,sales executive,Sales Executive,4,10,1,Yes,25,4,1,Sal,SAL,F,SAL1681F
1682,Male,80,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,6,No,14,3,0,Hea,HEA,M,HEA1682M
1683,Female,44,Human Resources,human resources,Human Resources,4,10,4,Yes,18,3,2,Hum,HUM,F,HUM1683F
1684,Male,93,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,Yes,11,3,1,Lab,LAB,M,LAB1684M
1687,Female,87,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,7,No,19,3,0,Lab,LAB,F,LAB1687F
1689,Male,48,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,3,No,15,3,1,Hea,HEA,M,HEA1689M
1691,Female,95,Sales Representative,sales representative,Sales Representative,3,7.5,2,Yes,11,3,7,Sal,SAL,F,SAL1691F
1692,Male,95,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,12,3,0,Lab,LAB,M,LAB1692M
1693,Male,76,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,20,4,5,Lab,LAB,M,LAB1693M
1694,Male,94,Research Scientist,research scientist,Research Scientist,2,5,5,No,12,3,1,Res,RES,M,RES1694M
1696,Male,57,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,14,3,4,Lab,LAB,M,LAB1696M
1697,Male,92,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,3,No,20,4,0,Hea,HEA,M,HEA1697M
1698,Male,79,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,18,3,2,Lab,LAB,M,LAB1698M
1700,Male,31,Sales Executive,sales executive,Sales Executive,4,10,1,No,14,3,1,Sal,SAL,M,SAL1700M
1701,Female,35,Research Scientist,research scientist,Research Scientist,4,10,1,No,12,3,8,Res,RES,F,RES1701F
1702,Male,99,Sales Representative,sales representative,Sales Representative,4,10,1,Yes,21,4,0,Sal,SAL,M,SAL1702M
1703,Female,96,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,1,Yes,19,3,6,Hea,HEA,F,HEA1703F
1704,Male,79,Research Scientist,research scientist,Research Scientist,4,10,0,Yes,14,3,1,Res,RES,M,RES1704M
1706,Male,73,Sales Executive,sales executive,Sales Executive,4,10,1,Yes,17,3,8,Sal,SAL,M,SAL1706M
1707,Male,62,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,16,3,0,Res,RES,M,RES1707M
1708,Male,35,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,12,3,8,Sal,SAL,M,SAL1708M
1709,Female,43,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,9,No,17,3,1,Lab,LAB,F,LAB1709F
1710,Female,51,Sales Representative,sales representative,Sales Representative,4,10,3,No,15,3,6,Sal,SAL,F,SAL1710F
1712,Male,74,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,3,No,23,4,14,Hea,HEA,M,HEA1712M
1714,Male,58,Human Resources,human resources,Human Resources,3,7.5,1,No,11,3,0,Hum,HUM,M,HUM1714M
1716,Male,82,Sales Executive,sales executive,Sales Executive,3,7.5,7,No,11,3,14,Sal,SAL,M,SAL1716M
1718,Male,62,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,15,3,0,Lab,LAB,M,LAB1718M
1719,Female,48,Research Director,research director,Research Leader,2,5,1,No,11,3,8,Res,RES,F,RES1719F
1720,Male,56,Research Scientist,research scientist,Research Scientist,3,7.5,6,No,13,3,1,Res,RES,M,RES1720M
1721,Male,69,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,14,3,0,Lab,LAB,M,LAB1721M
1722,Male,60,Human Resources,human resources,Human Resources,2,5,6,No,19,3,1,Hum,HUM,M,HUM1722M
1724,Female,92,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,2,Yes,16,3,0,Man,MAN,F,MAN1724F
1725,Male,91,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,13,3,1,Lab,LAB,M,LAB1725M
1727,Male,34,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,6,No,14,3,0,Hea,HEA,M,HEA1727M
1728,Male,49,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,2,No,16,3,0,Man,MAN,M,MAN1728M
1729,Male,33,Research Scientist,research scientist,Research Scientist,4,10,1,No,12,3,0,Res,RES,M,RES1729M
1731,Male,87,Sales Executive,sales executive,Sales Executive,2,5,7,No,11,3,0,Sal,SAL,M,SAL1731M
1732,Male,74,Sales Executive,sales executive,Sales Executive,4,10,4,Yes,12,3,0,Sal,SAL,M,SAL1732M
1733,Male,96,Sales Executive,sales executive,Sales Executive,1,2.5,5,Yes,13,3,2,Sal,SAL,M,SAL1733M
1734,Male,34,Sales Executive,sales executive,Sales Executive,2,5,6,No,15,3,0,Sal,SAL,M,SAL1734M
1735,Female,51,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,13,3,1,Lab,LAB,F,LAB1735F
1736,Female,30,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,2,No,20,4,1,Man,MAN,F,MAN1736F
1737,Male,77,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,Yes,15,3,5,Lab,LAB,M,LAB1737M
1739,Male,80,Sales Executive,sales executive,Sales Executive,3,7.5,3,No,13,3,0,Sal,SAL,M,SAL1739M
1740,Male,88,Manager,manager,Manager,2,5,1,No,14,3,12,Man,MAN,M,MAN1740M
1744,Female,56,Human Resources,human resources,Human Resources,3,7.5,4,No,21,4,0,Hum,HUM,F,HUM1744F
1745,Female,78,Research Scientist,research scientist,Research Scientist,1,2.5,0,No,16,3,0,Res,RES,F,RES1745F
1746,Male,59,Human Resources,human resources,Human Resources,4,10,0,No,14,3,2,Hum,HUM,M,HUM1746M
1747,Female,66,Human Resources,human resources,Human Resources,4,10,6,No,11,3,1,Hum,HUM,F,HUM1747F
1749,Male,51,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,19,3,0,Sal,SAL,M,SAL1749M
1751,Female,67,Research Scientist,research scientist,Research Scientist,4,10,1,No,11,3,1,Res,RES,F,RES1751F
1752,Female,52,Sales Representative,sales representative,Sales Representative,2,5,1,No,13,3,2,Sal,SAL,F,SAL1752F
1753,Male,70,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,8,Yes,12,3,0,Hea,HEA,M,HEA1753M
1754,Male,94,Sales Executive,sales executive,Sales Executive,1,2.5,2,No,11,3,1,Sal,SAL,M,SAL1754M
1755,Male,97,Research Scientist,research scientist,Research Scientist,4,10,0,Yes,14,3,1,Res,RES,M,RES1755M
1756,Female,62,Sales Executive,sales executive,Sales Executive,2,5,8,No,15,3,1,Sal,SAL,F,SAL1756F
1757,Female,80,Sales Executive,sales executive,Sales Executive,4,10,3,No,12,3,0,Sal,SAL,F,SAL1757F
1758,Female,74,Sales Executive,sales executive,Sales Executive,1,2.5,2,Yes,20,4,0,Sal,SAL,F,SAL1758F
1760,Female,75,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,4,No,14,3,0,Lab,LAB,F,LAB1760F
1761,Male,70,Sales Executive,sales executive,Sales Executive,3,7.5,2,No,13,3,0,Sal,SAL,M,SAL1761M
1762,Female,91,Research Scientist,research scientist,Research Scientist,1,2.5,1,No,13,3,0,Res,RES,F,RES1762F
1763,Male,58,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,3,No,16,3,1,Hea,HEA,M,HEA1763M
1764,Male,65,Research Scientist,research scientist,Research Scientist,2,5,2,No,14,3,0,Res,RES,M,RES1764M
1766,Male,60,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,3,Yes,16,3,1,Hea,HEA,M,HEA1766M
1767,Male,38,Research Scientist,research scientist,Research Scientist,3,7.5,9,Yes,16,3,0,Res,RES,M,RES1767M
1768,Male,57,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,8,No,22,4,0,Lab,LAB,M,LAB1768M
1770,Male,60,Research Director,research director,Research Leader,1,2.5,8,No,12,3,0,Res,RES,M,RES1770M
1771,Male,90,Research Scientist,research scientist,Research Scientist,2,5,5,No,15,3,1,Res,RES,M,RES1771M
1772,Male,94,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,20,4,0,Lab,LAB,M,LAB1772M
1774,Male,87,Sales Executive,sales executive,Sales Executive,3,7.5,1,Yes,14,3,0,Sal,SAL,M,SAL1774M
1775,Female,60,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,4,Yes,20,4,0,Man,MAN,F,MAN1775F
1778,Male,97,Human Resources,human resources,Human Resources,4,10,0,No,13,3,1,Hum,HUM,M,HUM1778M
1779,Female,32,Sales Executive,sales executive,Sales Executive,4,10,5,No,12,3,2,Sal,SAL,F,SAL1779F
1780,Male,31,Sales Representative,sales representative,Sales Representative,2,5,1,No,13,3,1,Sal,SAL,M,SAL1780M
1782,Female,40,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,11,3,0,Lab,LAB,F,LAB1782F
1783,Female,79,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,Yes,17,3,0,Lab,LAB,F,LAB1783F
1784,Female,91,Sales Executive,sales executive,Sales Executive,4,10,1,No,14,3,5,Sal,SAL,F,SAL1784F
1786,Female,53,Manager,manager,Manager,3,7.5,2,No,11,3,2,Man,MAN,F,MAN1786F
1787,Male,46,Sales Executive,sales executive,Sales Executive,2,5,1,No,14,3,0,Sal,SAL,M,SAL1787M
1789,Male,46,Research Director,research director,Research Leader,4,10,7,Yes,17,3,2,Res,RES,M,RES1789M
1790,Male,90,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,7,Yes,13,3,5,Hea,HEA,M,HEA1790M
1792,Male,99,Research Scientist,research scientist,Research Scientist,2,5,1,Yes,12,3,2,Res,RES,M,RES1792M
1794,Male,89,Human Resources,human resources,Human Resources,2,5,2,No,13,3,4,Hum,HUM,M,HUM1794M
1797,Male,84,Sales Executive,sales executive,Sales Executive,4,10,1,Yes,18,3,7,Sal,SAL,M,SAL1797M
1798,Male,90,Research Scientist,research scientist,Research Scientist,1,2.5,6,No,19,3,7,Res,RES,M,RES1798M
1799,Male,82,Research Scientist,research scientist,Research Scientist,4,10,1,No,11,3,0,Res,RES,M,RES1799M
1800,Male,65,Research Director,research director,Research Leader,3,7.5,7,No,21,4,2,Res,RES,M,RES1800M
1801,Male,98,Sales Executive,sales executive,Sales Executive,2,5,8,No,15,3,2,Sal,SAL,M,SAL1801M
1802,Female,99,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,4,No,17,3,0,Lab,LAB,F,LAB1802F
1803,Male,95,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,5,No,18,3,0,Hea,HEA,M,HEA1803M
1804,Male,90,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,2,No,14,3,1,Man,MAN,M,MAN1804M
1805,Male,100,Human Resources,human resources,Human Resources,2,5,5,No,13,3,3,Hum,HUM,M,HUM1805M
1807,Male,93,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,4,No,17,3,0,Lab,LAB,M,LAB1807M
1809,Male,58,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,1,No,15,3,0,Man,MAN,M,MAN1809M
1812,Male,83,Sales Executive,sales executive,Sales Executive,4,10,2,No,18,3,2,Sal,SAL,M,SAL1812M
1813,Male,52,Research Scientist,research scientist,Research Scientist,3,7.5,4,No,13,3,1,Res,RES,M,RES1813M
1814,Male,85,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,3,No,12,3,1,Hea,HEA,M,HEA1814M
1815,Female,81,Sales Executive,sales executive,Sales Executive,3,7.5,0,Yes,13,3,13,Sal,SAL,F,SAL1815F
1816,Female,64,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,9,No,14,3,0,Man,MAN,F,MAN1816F
1818,Female,69,Human Resources,human resources,Human Resources,2,5,0,Yes,11,3,1,Hum,HUM,F,HUM1818F
1821,Female,66,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,4,No,22,4,3,Hea,HEA,F,HEA1821F
1822,Female,52,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,4,No,17,3,0,Hea,HEA,F,HEA1822F
1823,Male,92,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,21,4,4,Sal,SAL,M,SAL1823M
1824,Male,52,Manager,manager,Manager,2,5,4,No,22,4,14,Man,MAN,M,MAN1824M
1826,Male,91,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,0,No,16,3,0,Lab,LAB,M,LAB1826M
1827,Female,92,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,8,Yes,12,3,14,Man,MAN,F,MAN1827F
1829,Female,47,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,2,No,12,3,7,Hea,HEA,F,HEA1829F
1830,Female,68,Research Scientist,research scientist,Research Scientist,4,10,4,No,15,3,1,Res,RES,F,RES1830F
1833,Female,68,Sales Executive,sales executive,Sales Executive,1,2.5,2,No,14,3,2,Sal,SAL,F,SAL1833F
1834,Female,67,Research Scientist,research scientist,Research Scientist,1,2.5,1,No,25,4,1,Res,RES,F,RES1834F
1835,Female,77,Sales Representative,sales representative,Sales Representative,4,10,2,Yes,20,4,0,Sal,SAL,F,SAL1835F
1836,Male,46,Sales Executive,sales executive,Sales Executive,4,10,1,No,13,3,1,Sal,SAL,M,SAL1836M
1837,Male,87,Research Director,research director,Research Leader,3,7.5,2,Yes,14,3,2,Res,RES,M,RES1837M
1839,Female,33,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,16,3,0,Res,RES,F,RES1839F
1842,Male,89,Human Resources,human resources,Human Resources,1,2.5,0,No,17,3,0,Hum,HUM,M,HUM1842M
1844,Male,56,Human Resources,human resources,Human Resources,1,2.5,4,Yes,15,3,2,Hum,HUM,M,HUM1844M
1845,Female,67,Sales Executive,sales executive,Sales Executive,3,7.5,4,No,22,4,5,Sal,SAL,F,SAL1845F
1847,Female,73,Research Scientist,research scientist,Research Scientist,2,5,4,Yes,22,4,0,Res,RES,F,RES1847F
1849,Male,92,Sales Executive,sales executive,Sales Executive,4,10,1,No,20,4,7,Sal,SAL,M,SAL1849M
1850,Female,53,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,0,Yes,14,3,0,Lab,LAB,F,LAB1850F
1852,Male,40,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,13,3,3,Lab,LAB,M,LAB1852M
1853,Male,79,Sales Executive,sales executive,Sales Executive,4,10,8,No,13,3,0,Sal,SAL,M,SAL1853M
1854,Male,38,Research Scientist,research scientist,Research Scientist,3,7.5,3,No,22,4,3,Res,RES,M,RES1854M
1856,Female,64,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,4,No,12,3,2,Lab,LAB,F,LAB1856F
1857,Male,82,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,3,No,14,3,4,Man,MAN,M,MAN1857M
1858,Male,43,Human Resources,human resources,Human Resources,4,10,1,No,15,3,2,Hum,HUM,M,HUM1858M
1859,Male,93,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,8,No,17,3,1,Hea,HEA,M,HEA1859M
1860,Male,81,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,4,No,13,3,0,Lab,LAB,M,LAB1860M
1862,Male,82,Sales Executive,sales executive,Sales Executive,2,5,7,Yes,12,3,2,Sal,SAL,M,SAL1862M
1863,Female,45,Sales Executive,sales executive,Sales Executive,1,2.5,2,No,12,3,2,Sal,SAL,F,SAL1863F
1864,Female,36,Sales Representative,sales representative,Sales Representative,3,7.5,1,No,21,4,5,Sal,SAL,F,SAL1864F
1865,Male,87,Human Resources,human resources,Human Resources,2,5,1,No,11,3,0,Hum,HUM,M,HUM1865M
1866,Female,81,Manager,manager,Manager,3,7.5,7,No,13,3,6,Man,MAN,F,MAN1866F
1867,Male,91,Research Director,research director,Research Leader,2,5,4,No,12,3,12,Res,RES,M,RES1867M
1868,Male,73,Research Scientist,research scientist,Research Scientist,4,10,1,Yes,24,4,1,Res,RES,M,RES1868M
1869,Female,64,Sales Executive,sales executive,Sales Executive,2,5,5,No,21,4,0,Sal,SAL,F,SAL1869F
1870,Female,77,Research Scientist,research scientist,Research Scientist,1,2.5,0,No,19,3,7,Res,RES,F,RES1870F
1871,Male,41,Research Scientist,research scientist,Research Scientist,4,10,8,No,14,3,2,Res,RES,M,RES1871M
1873,Male,98,Research Scientist,research scientist,Research Scientist,4,10,8,No,20,4,0,Res,RES,M,RES1873M
1875,Female,78,Sales Representative,sales representative,Sales Representative,2,5,1,No,19,3,0,Sal,SAL,F,SAL1875F
1876,Male,89,Sales Representative,sales representative,Sales Representative,4,10,1,No,13,3,0,Sal,SAL,M,SAL1876M
1878,Male,75,Research Scientist,research scientist,Research Scientist,2,5,1,Yes,23,4,0,Res,RES,M,RES1878M
1880,Female,63,Sales Executive,sales executive,Sales Executive,3,7.5,1,Yes,13,3,1,Sal,SAL,F,SAL1880F
1881,Male,89,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,11,3,0,Lab,LAB,M,LAB1881M
1882,Male,64,Sales Executive,sales executive,Sales Executive,4,10,2,Yes,13,3,1,Sal,SAL,M,SAL1882M
1883,Male,59,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,3,No,14,3,1,Lab,LAB,M,LAB1883M
1885,Male,78,Research Scientist,research scientist,Research Scientist,1,2.5,5,Yes,22,4,0,Res,RES,M,RES1885M
1886,Female,44,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,0,Yes,11,3,0,Man,MAN,F,MAN1886F
1888,Female,93,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,0,No,13,3,3,Man,MAN,F,MAN1888F
1890,Male,94,Human Resources,human resources,Human Resources,4,10,1,No,21,4,0,Hum,HUM,M,HUM1890M
1892,Male,98,Manager,manager,Manager,1,2.5,2,No,11,3,11,Man,MAN,M,MAN1892M
1893,Female,90,Research Scientist,research scientist,Research Scientist,3,7.5,1,Yes,13,3,1,Res,RES,F,RES1893F
1898,Female,89,Sales Executive,sales executive,Sales Executive,3,7.5,0,No,14,3,0,Sal,SAL,F,SAL1898F
1900,Female,58,Manager,manager,Manager,4,10,3,No,11,3,4,Man,MAN,F,MAN1900F
1903,Male,78,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,2,No,15,3,2,Hea,HEA,M,HEA1903M
1905,Male,85,Research Scientist,research scientist,Research Scientist,1,2.5,1,Yes,23,4,3,Res,RES,M,RES1905M
1907,Male,97,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,16,3,1,Lab,LAB,M,LAB1907M
1908,Male,33,Sales Executive,sales executive,Sales Executive,2,5,2,No,16,3,1,Sal,SAL,M,SAL1908M
1909,Female,54,Sales Executive,sales executive,Sales Executive,2,5,5,No,21,4,1,Sal,SAL,F,SAL1909F
1911,Male,83,Research Director,research director,Research Leader,1,2.5,9,No,13,3,5,Res,RES,M,RES1911M
1912,Female,86,Sales Executive,sales executive,Sales Executive,4,10,2,Yes,11,3,1,Sal,SAL,F,SAL1912F
1915,Female,75,Sales Executive,sales executive,Sales Executive,4,10,3,Yes,12,3,0,Sal,SAL,F,SAL1915F
1916,Female,62,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,8,No,12,3,2,Lab,LAB,F,LAB1916F
1918,Male,61,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,0,No,18,3,7,Lab,LAB,M,LAB1918M
1922,Male,44,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,4,No,12,3,0,Hea,HEA,M,HEA1922M
1924,Male,43,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,14,3,0,Sal,SAL,M,SAL1924M
1927,Male,42,Sales Executive,sales executive,Sales Executive,4,10,1,Yes,12,3,0,Sal,SAL,M,SAL1927M
1928,Male,45,Sales Representative,sales representative,Sales Representative,1,2.5,1,No,17,3,0,Sal,SAL,M,SAL1928M
1929,Female,32,Sales Executive,sales executive,Sales Executive,3,7.5,6,No,19,3,1,Sal,SAL,F,SAL1929F
1931,Male,41,Research Scientist,research scientist,Research Scientist,2,5,1,No,11,3,1,Res,RES,M,RES1931M
1932,Male,86,Research Scientist,research scientist,Research Scientist,4,10,1,Yes,15,3,6,Res,RES,M,RES1932M
1933,Female,84,Sales Executive,sales executive,Sales Executive,3,7.5,3,Yes,11,3,2,Sal,SAL,F,SAL1933F
1934,Male,64,Research Scientist,research scientist,Research Scientist,2,5,8,No,18,3,1,Res,RES,M,RES1934M
1935,Female,89,Sales Executive,sales executive,Sales Executive,1,2.5,4,No,16,3,0,Sal,SAL,F,SAL1935F
1936,Male,87,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,1,No,25,4,7,Man,MAN,M,MAN1936M
1937,Female,58,Research Scientist,research scientist,Research Scientist,2,5,1,Yes,16,3,0,Res,RES,F,RES1937F
1938,Female,72,Manager,manager,Manager,4,10,4,Yes,13,3,0,Man,MAN,F,MAN1938F
1939,Female,47,Research Scientist,research scientist,Research Scientist,3,7.5,3,Yes,14,3,0,Res,RES,F,RES1939F
1940,Male,71,Research Scientist,research scientist,Research Scientist,4,10,2,No,19,3,0,Res,RES,M,RES1940M
1941,Male,42,Research Director,research director,Research Leader,4,10,3,No,15,3,4,Res,RES,M,RES1941M
1943,Male,77,Sales Executive,sales executive,Sales Executive,4,10,3,Yes,12,3,0,Sal,SAL,M,SAL1943M
1944,Female,58,Human Resources,human resources,Human Resources,2,5,1,No,12,3,0,Hum,HUM,F,HUM1944F
1945,Male,71,Sales Executive,sales executive,Sales Executive,1,2.5,0,No,16,3,0,Sal,SAL,M,SAL1945M
1947,Male,49,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,14,3,1,Res,RES,M,RES1947M
1948,Male,48,Research Scientist,research scientist,Research Scientist,1,2.5,1,Yes,13,3,2,Res,RES,M,RES1948M
1949,Male,66,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,No,22,4,0,Lab,LAB,M,LAB1949M
1950,Male,32,Sales Executive,sales executive,Sales Executive,4,10,1,No,21,4,2,Sal,SAL,M,SAL1950M
1951,Male,39,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,18,3,1,Sal,SAL,M,SAL1951M
1952,Male,95,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,0,No,13,3,7,Lab,LAB,M,LAB1952M
1954,Male,89,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,0,No,12,3,0,Hea,HEA,M,HEA1954M
1955,Female,34,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,5,No,18,3,1,Hea,HEA,F,HEA1955F
1956,Male,48,Research Scientist,research scientist,Research Scientist,1,2.5,1,No,21,4,8,Res,RES,M,RES1956M
1960,Male,32,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,5,No,12,3,0,Lab,LAB,M,LAB1960M
1961,Male,59,Sales Representative,sales representative,Sales Representative,1,2.5,4,No,14,3,0,Sal,SAL,M,SAL1961M
1962,Female,55,Sales Executive,sales executive,Sales Executive,4,10,1,Yes,11,3,0,Sal,SAL,F,SAL1962F
1965,Male,44,Sales Executive,sales executive,Sales Executive,4,10,1,No,14,3,0,Sal,SAL,M,SAL1965M
1966,Male,56,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,8,No,24,4,0,Man,MAN,M,MAN1966M
1967,Male,63,Sales Executive,sales executive,Sales Executive,4,10,1,Yes,11,3,0,Sal,SAL,M,SAL1967M
1968,Male,66,Sales Executive,sales executive,Sales Executive,1,2.5,6,Yes,13,3,2,Sal,SAL,M,SAL1968M
1969,Female,67,Research Scientist,research scientist,Research Scientist,3,7.5,3,No,11,3,2,Res,RES,F,RES1969F
1970,Male,36,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,1,No,20,4,2,Hea,HEA,M,HEA1970M
1971,Male,30,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,1,No,17,3,0,Hea,HEA,M,HEA1971M
1972,Male,88,Human Resources,human resources,Human Resources,2,5,0,Yes,11,3,1,Hum,HUM,M,HUM1972M
1973,Male,71,Manager,manager,Manager,2,5,4,Yes,18,3,1,Man,MAN,M,MAN1973M
1974,Female,59,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,Yes,11,3,0,Lab,LAB,F,LAB1974F
1975,Male,77,Sales Executive,sales executive,Sales Executive,1,2.5,0,No,12,3,11,Sal,SAL,M,SAL1975M
1976,Male,37,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,12,3,3,Res,RES,M,RES1976M
1979,Female,40,Research Director,research director,Research Leader,3,7.5,4,No,20,4,4,Res,RES,F,RES1979F
1980,Female,77,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,6,Yes,19,3,1,Man,MAN,F,MAN1980F
1981,Male,45,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,1,No,12,3,1,Hea,HEA,M,HEA1981M
